symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,calloi,putoi
KMPH,8/15/2019,2.3027,2.3027,2.3027,102,0,5703,52
KMPR,8/15/2019,0.3131,0.3040,0.3086,0,5,490,417
KMT,8/15/2019,0.4752,0.4454,0.4603,1,23,787,371
KMX,8/15/2019,0.3087,0.2946,0.3016,207,220,13653,19651
KN,8/15/2019,0.5328,0.4860,0.5094,38,0,20633,16869
KNDI,8/15/2019,0.6653,0.8328,0.7490,113,243,32177,19311
KNL,8/15/2019,0.2999,0.2456,0.2728,4,6,354,26
KNOP,8/15/2019,0.2309,0.2143,0.2226,61,44,2433,1685
KNSL,8/15/2019,0.3807,0.3644,0.3726,5,6,770,1264
KNX,8/15/2019,0.5630,0.5616,0.5623,3019,826,128754,92396
KO,8/15/2019,0.1839,0.2090,0.1965,20223,15446,404621,322318
KODK,8/15/2019,0.8624,1.0225,0.9424,15,39,10902,5828
KOF,8/15/2019,0.3907,0.3114,0.3510,0,1,109,225
KOL,8/15/2019,0.4396,0.2412,0.3404,0,4,10,239
KOLD,8/15/2019,0.8033,0.8139,0.8086,256,122,1499,1940
KONAQ,8/15/2019,0.0000,0.0000,0.0000,0,0,28,4
KOP,8/15/2019,0.4746,0.4696,0.4721,0,0,1946,232
KOPN,8/15/2019,0.0000,0.0000,0.0000,30,0,2204,41
KOS,8/15/2019,0.7280,0.8119,0.7699,70,4,1155,3367
KPTI,8/15/2019,0.7859,1.3598,1.0728,375,200,11680,12236
KR,8/15/2019,0.4606,0.4465,0.4536,4800,15894,213630,154170
KRA,8/15/2019,0.5465,0.5196,0.5330,0,0,4665,149
KRC,8/15/2019,0.2738,0.2306,0.2522,10,10,961,206
KRE,8/15/2019,0.2647,0.2912,0.2780,14983,39895,208091,723219
KRG,8/15/2019,0.3904,0.1950,0.2927,92,57,2278,501
KRNT,8/15/2019,0.5215,0.5041,0.5128,72,0,11464,7356
KRNY,8/15/2019,0.0736,0.0761,0.0748,0,0,319,231
KRO,8/15/2019,0.1350,0.1240,0.1295,13,2,2436,678
KSA,8/15/2019,0.2649,0.2377,0.2513,1,0,39483,233
KSS,8/15/2019,0.5380,0.5872,0.5626,15502,8650,54992,63389
KSU,8/15/2019,0.2557,0.2812,0.2684,804,655,14502,12570
KT,8/15/2019,0.5475,0.3515,0.4495,1,0,228,36
KTB,8/15/2019,0.4402,0.6066,0.5234,20,108,549,1383
KTCC,8/15/2019,0.4724,0.4101,0.4412,0,0,153,29
KTOS,8/15/2019,0.4642,0.4645,0.4644,367,54,33161,9563
KURA,8/15/2019,0.5264,0.5289,0.5276,4,0,273,78
KVHI,8/15/2019,0.4608,0.5859,0.5234,0,0,101,81
KW,8/15/2019,0.2638,0.2628,0.2633,0,2,1048,290
KWEB,8/15/2019,0.3518,0.3504,0.3511,1913,867,40949,48016
KWR,8/15/2019,0.3539,0.2992,0.3266,0,50,203,232
KYN,8/15/2019,0.5959,0.6864,0.6412,0,1,595,1197
L,8/15/2019,0.2427,0.2328,0.2378,13,25,1307,2149
LABD,8/15/2019,0.9103,1.0045,0.9574,313,416,15894,8143
LABU,8/15/2019,0.9192,0.9237,0.9214,1942,2876,24387,21638
LAD,8/15/2019,0.3090,0.3090,0.3090,11,20,1848,1290
LADR,8/15/2019,0.4190,0.2611,0.3400,20,0,2592,868
LAKE,8/15/2019,1.6256,1.5833,1.6044,0,0,141,72
LAMR,8/15/2019,0.2434,0.2718,0.2576,176,927,3861,1590
LANC,8/15/2019,0.3141,0.3179,0.3160,0,2,39,2421
LAND,8/15/2019,0.4219,0.4189,0.4204,0,0,597,487
LASR,8/15/2019,0.6352,0.6207,0.6280,3,96,850,1360
LAUR,8/15/2019,0.3002,0.2895,0.2948,1,1,16113,1044
LAZ,8/15/2019,0.3869,0.3704,0.3787,20,102,6424,4566
LB,8/15/2019,0.6638,0.6905,0.6771,3995,34813,87701,149494
LBAI,8/15/2019,0.3411,0.2421,0.2916,50,0,73,50
LBJ,8/15/2019,0.6768,0.7599,0.7184,0,0,103,47
LBRDA,8/15/2019,0.3604,0.3105,0.3355,0,0,21,31
LBRDK,8/15/2019,0.2245,0.2937,0.2591,10,0,136,61
LBRT,8/15/2019,0.6687,0.5914,0.6300,0,0,1294,56
LBTYA,8/15/2019,0.3797,0.3827,0.3812,10170,10149,111778,26656
LBTYK,8/15/2019,0.3991,0.3933,0.3962,101,45,80803,15326
LBY,8/15/2019,0.0000,0.0000,0.0000,0,0,1146,310
LC,8/15/2019,0.5159,0.5164,0.5162,32,31,4419,2686
LCI,8/15/2019,1.1636,1.1417,1.1526,80,38,27894,35353
LCII,8/15/2019,0.4066,0.4524,0.4295,218,8,2540,1075
LCNB,8/15/2019,0.4811,0.4036,0.4424,0,0,81,3
LCTX,8/15/2019,2.6253,2.6253,2.6253,6,1,2950,475
LCUT,8/15/2019,1.7202,1.7202,1.7202,0,0,70,0
LDL,8/15/2019,0.5191,0.5000,0.5095,0,2,192,189
LDOS,8/15/2019,0.2634,0.2640,0.2637,29,21,4652,3524
LE,8/15/2019,0.7136,0.7027,0.7082,485,133,14328,5961
LEA,8/15/2019,0.3824,0.4074,0.3949,101,193,6940,8378
LEAF,8/15/2019,0.6300,0.7381,0.6841,0,165,8678,564
LECO,8/15/2019,0.2948,0.2892,0.2920,5,0,1189,426
LEE,8/15/2019,0.0000,0.0000,0.0000,0,0,736,6
LEG,8/15/2019,0.2866,0.3587,0.3226,13,65,6485,30519
LEJU,8/15/2019,0.0000,0.0000,0.0000,1,0,802,0
LEMB,8/15/2019,0.1354,0.1316,0.1335,0,0,10,121
LEN,8/15/2019,0.3332,0.3261,0.3296,2293,607,78918,33054
LEVI,8/15/2019,0.4569,0.4321,0.4445,594,264,22602,15944
LFC,8/15/2019,0.3681,0.3806,0.3743,0,43,5420,2645
LFUS,8/15/2019,0.3911,0.3715,0.3813,1,0,370,503
LFVN,8/15/2019,0.5586,0.5719,0.5652,4,5,883,68
LGCYQ,8/15/2019,0.0000,0.0000,0.0000,0,0,12737,19
LGF.A,8/15/2019,0.6421,0.6359,0.6390,590,77,32277,4163
LGF.B,8/15/2019,1.3183,0.6463,0.9823,5,0,3718,351
LGIH,8/15/2019,0.4045,0.4097,0.4071,94,53,3355,3031
LGND,8/15/2019,0.4268,0.4577,0.4422,78,20,6226,10156
LH,8/15/2019,0.2579,0.2592,0.2586,134,205,19937,5154
LHCG,8/15/2019,0.3219,0.3123,0.3171,33,10,2999,1980
LHX,8/15/2019,0.2593,0.2773,0.2683,347,69,4995,6743
LII,8/15/2019,0.2721,0.2674,0.2698,14,18,1155,5252
LILA,8/15/2019,0.4103,0.3772,0.3938,69,0,5889,540
LILAK,8/15/2019,0.1911,0.2168,0.2040,58,0,2313,343
LIN,8/15/2019,0.2630,0.2698,0.2664,41,127,17767,13444
LINC,8/15/2019,0.0000,0.0000,0.0000,0,1,74,11
LIT,8/15/2019,0.2602,0.2887,0.2744,52,23,1315,365
LITE,8/15/2019,0.4980,0.4825,0.4902,487,313,25833,17916
LIVN,8/15/2019,0.4078,0.3422,0.3750,0,0,4684,5172
LJPC,8/15/2019,0.7638,0.7568,0.7603,162,7,4831,1566
LK,8/15/2019,0.8017,0.8527,0.8272,6138,3724,105937,59986
LKFN,8/15/2019,0.2709,0.2425,0.2567,0,0,4,4
LKQ,8/15/2019,0.3081,0.2981,0.3031,513,2014,8820,9353
LKSD,8/15/2019,0.0000,0.0000,0.0000,3,83,1407,634
LL,8/15/2019,0.7255,0.6919,0.7087,2273,819,44064,46681
LLEX,8/15/2019,0.0000,0.0000,0.0000,11,105,2499,280
LLNW,8/15/2019,0.6963,0.7323,0.7143,7,24,9733,3346
LLY,8/15/2019,0.2754,0.2666,0.2710,2040,1644,72806,67543
LM,8/15/2019,0.3020,0.2901,0.2961,76,122,5294,20144
LMAT,8/15/2019,0.3770,0.3968,0.3869,0,0,373,81
LMNR,8/15/2019,0.5000,0.4591,0.4796,0,0,125,144
LMNX,8/15/2019,0.3672,0.3474,0.3573,0,12,304,199
LMRK,8/15/2019,0.4518,0.2535,0.3526,2,1,2272,1977
LMT,8/15/2019,0.2088,0.2239,0.2164,3498,2469,33588,32046
LN,8/15/2019,0.3204,0.3668,0.3436,5,0,449,478
LNC,8/15/2019,0.3478,0.3409,0.3444,276,149,7679,14986
LNDC,8/15/2019,0.6247,0.5704,0.5976,0,0,362,50
LNG,8/15/2019,0.3347,0.3194,0.3270,1557,1093,73197,97292
LNN,8/15/2019,0.3682,0.3597,0.3640,2,24,638,1931
LNT,8/15/2019,0.1801,0.1696,0.1748,2,0,585,368
LNTH,8/15/2019,0.7436,0.4893,0.6165,4,0,1183,786
LOB,8/15/2019,0.3526,0.3554,0.3540,15,0,3127,2243
LOCO,8/15/2019,0.3886,0.3698,0.3792,218,133,4641,3994
LODE,8/15/2019,0.0000,0.0000,0.0000,4,0,760,20
LOGI,8/15/2019,0.2927,0.3684,0.3306,286,224,7775,7507
LOGM,8/15/2019,0.3154,0.3132,0.3143,42,123,5529,6106
LOMA,8/15/2019,0.8540,0.8410,0.8475,325,2,19176,1922
LONE,8/15/2019,0.7225,0.7562,0.7393,5,6,897,1069
LOOP,8/15/2019,1.1680,0.7473,0.9576,2,1,58,20
LOPE,8/15/2019,0.2611,0.2651,0.2631,156,6,1991,3723
LORL,8/15/2019,0.3433,0.3083,0.3258,37,0,3363,210
LOVE,8/15/2019,0.9099,0.9640,0.9370,1,14,603,210
LOW,8/15/2019,0.3977,0.3923,0.3950,4282,4208,130663,80295
LPCN,8/15/2019,0.7134,0.7134,0.7134,125,60,991,337
LPG,8/15/2019,0.6185,0.4707,0.5446,141,16,8173,1300
LPI,8/15/2019,0.9297,0.8351,0.8824,5,100,8143,4905
LPL,8/15/2019,0.4873,0.3960,0.4416,3,0,1166,4482
LPLA,8/15/2019,0.3549,0.3603,0.3576,55,11,13051,1354
LPSN,8/15/2019,0.4825,0.4569,0.4697,114,5,4488,2260
LPT,8/15/2019,0.1677,0.2794,0.2235,0,0,168,122
LPX,8/15/2019,0.2868,0.3381,0.3124,103,2,9615,21266
LQD,8/15/2019,0.0572,0.0870,0.0721,4224,29987,108085,359388
LQDH,8/15/2019,0.0000,0.0000,0.0000,0,0,0,0
LQDT,8/15/2019,0.5463,0.7815,0.6639,0,0,224,17
LRAD,8/15/2019,1.2317,1.2784,1.2550,30,0,540,14
LRCX,8/15/2019,0.4061,0.3940,0.4000,2471,2562,69558,106219
LRGF,8/15/2019,0.0000,0.0000,0.0000,0,0,0,0
LRN,8/15/2019,0.3482,0.3762,0.3622,32,1,7117,2377
LSCC,8/15/2019,0.4925,0.4897,0.4911,125,14,26170,13558
LSI,8/15/2019,0.1968,0.2103,0.2036,14,10,533,16430
LSTR,8/15/2019,0.3385,0.3218,0.3302,1,0,2314,1258
LSXMA,8/15/2019,0.3048,0.2748,0.2898,0,0,1472,1892
LTC,8/15/2019,0.2080,0.2058,0.2069,23,2,1071,767
LTHM,8/15/2019,0.9682,0.7594,0.8638,23,22,13173,23866
LTM,8/15/2019,0.4016,0.4077,0.4046,41,91,4198,9055
LTPZ,8/15/2019,0.1611,0.1689,0.1650,0,0,286,268
LTRPA,8/15/2019,0.5324,0.4095,0.4710,2,0,315,146
LTXB,8/15/2019,0.2713,0.2703,0.2708,0,0,33,52
LULU,8/15/2019,0.5196,0.5173,0.5184,4848,5295,51318,48813
LUV,8/15/2019,0.2899,0.2946,0.2922,854,676,64595,66071
LVS,8/15/2019,0.3705,0.3704,0.3704,16024,3502,166959,115211
LW,8/15/2019,0.2670,0.2656,0.2663,48,2077,6473,8304
LX,8/15/2019,0.6845,0.5724,0.6284,139,44,3764,2355
LXFR,8/15/2019,0.7518,0.8044,0.7781,0,0,0,0
LXP,8/15/2019,0.0877,0.0842,0.0860,69,0,1129,314
LXRX,8/15/2019,1.1086,1.1958,1.1522,88,80,11442,4458
LXU,8/15/2019,0.8860,0.8959,0.8910,17,1,515,293
LYB,8/15/2019,0.3089,0.3797,0.3443,302,320,55263,29453
LYFT,8/15/2019,0.5814,0.6186,0.6000,10016,21428,184679,168938
LYG,8/15/2019,0.8790,0.4739,0.6764,15,0,14699,2728
LYTS,8/15/2019,0.2192,0.2192,0.2192,0,0,35,6
LYV,8/15/2019,0.2899,0.2893,0.2896,25,16,9231,5321
LZB,8/15/2019,0.4953,0.5275,0.5114,30,40,998,445
M,8/15/2019,0.4498,0.5492,0.4995,29045,32572,239585,213080
MA,8/15/2019,0.2891,0.2807,0.2849,12353,11580,114707,122625
MAA,8/15/2019,0.1858,0.1875,0.1866,33,11,3624,3604
MAC,8/15/2019,0.2752,0.4098,0.3425,227,2874,17000,42113
MACK,8/15/2019,0.8027,0.5798,0.6912,5,0,901,242
MAG,8/15/2019,0.5994,0.5580,0.5787,163,60,8616,2527
MAGA,8/15/2019,0.1308,0.1308,0.1308,0,0,0,0
MAGS,8/15/2019,2.1730,2.1755,2.1742,6,0,20,5
MAIN,8/15/2019,0.2528,0.2562,0.2545,43,35,1182,1425
MAN,8/15/2019,0.3243,0.3252,0.3248,2,34,1887,5906
MANH,8/15/2019,0.3177,0.3034,0.3106,16,2,1977,2845
MANT,8/15/2019,0.3009,0.3176,0.3093,0,0,126,117
MANU,8/15/2019,0.3064,0.2920,0.2992,0,0,2336,233
MAR,8/15/2019,0.2722,0.2849,0.2785,424,432,36210,24973
MARA,8/15/2019,1.2266,1.2350,1.2308,0,0,3883,439
MARK,8/15/2019,0.0000,0.0000,0.0000,6,0,512,78
MAS,8/15/2019,0.3092,0.3100,0.3096,69,57,46022,43061
MASI,8/15/2019,0.3127,0.2890,0.3008,23,13,1600,1202
MAT,8/15/2019,0.5973,0.5906,0.5940,6026,11837,44069,112355
MATW,8/15/2019,0.5414,0.5021,0.5217,0,5,236,604
MATX,8/15/2019,0.3414,0.3442,0.3428,0,0,930,150
MAXR,8/15/2019,1.2925,1.0089,1.1507,634,416,19288,6596
MBB,8/15/2019,0.0418,0.0603,0.0510,50,60,410,994
MBI,8/15/2019,0.2663,0.2543,0.2603,335,1,22170,14858
MBIO,8/15/2019,1.4545,1.1205,1.2875,15,10,1318,1266
MBT,8/15/2019,0.3824,0.3471,0.3648,10,10,4011,2665
MBUU,8/15/2019,0.6214,0.6183,0.6198,3,0,812,589
MBWM,8/15/2019,0.4461,0.2836,0.3648,0,0,143,220
MC,8/15/2019,0.5359,0.3477,0.4418,6,0,396,288
MCBC,8/15/2019,0.2814,0.2604,0.2709,9,0,5,0
MCC,8/15/2019,1.5677,1.5677,1.5677,10,0,171,29
MCD,8/15/2019,0.1661,0.2099,0.1880,10834,7194,91875,99536
MCEP,8/15/2019,0.0000,0.0000,0.0000,0,0,72,44
MCF,8/15/2019,0.0000,0.0000,0.0000,0,0,546,3
MCFT,8/15/2019,0.6483,0.6665,0.6574,18,30,1109,986
MCHI,8/15/2019,0.2667,0.2622,0.2644,347,152,8400,5504
MCHP,8/15/2019,0.3498,0.3634,0.3566,429,324,38395,37176
MCHX,8/15/2019,0.7058,0.6997,0.7028,0,0,1075,79
MCK,8/15/2019,0.3027,0.3018,0.3022,1030,276,17052,15841
MCO,8/15/2019,0.2530,0.2558,0.2544,55,31,2543,4944
MCRB,8/15/2019,0.9388,0.9441,0.9414,0,0,3684,797
MCRI,8/15/2019,0.3488,0.2908,0.3198,0,1,623,202
MCRN,8/15/2019,0.1193,0.6201,0.3697,0,0,4021,1540
MCS,8/15/2019,0.3462,0.3816,0.3639,0,0,261,84
MCY,8/15/2019,0.2274,0.3141,0.2708,18,1,1005,904
MD,8/15/2019,0.4527,0.4888,0.4708,81,12,1724,2096
MDB,8/15/2019,0.7289,0.7287,0.7288,1938,1098,37022,27525
MDC,8/15/2019,0.3119,0.3007,0.3063,27,1,3615,10132
MDCA,8/15/2019,1.2611,1.2611,1.2611,0,0,383,49
MDCO,8/15/2019,1.2286,1.2003,1.2144,1943,1749,98764,132105
MDGL,8/15/2019,0.7081,0.7062,0.7071,24,6,1938,3892
MDIV,8/15/2019,0.3752,0.2471,0.3112,0,0,0,83
MDLZ,8/15/2019,0.2155,0.2143,0.2149,5333,825,109206,112491
MDP,8/15/2019,0.3700,0.4503,0.4102,23,112,861,408
MDR,8/15/2019,0.9693,0.8930,0.9312,8347,5731,346178,221727
MDRX,8/15/2019,0.3988,0.3934,0.3961,30,5,19406,7282
MDSO,8/15/2019,0.0941,0.0942,0.0942,12,0,5873,1218
MDT,8/15/2019,0.2509,0.2552,0.2530,8660,2457,128682,97194
MDU,8/15/2019,0.2345,0.2514,0.2430,13,0,342,979
MDXG,8/15/2019,0.0000,0.0000,0.0000,0,52,27196,15820
MDY,8/15/2019,0.2166,0.2157,0.2162,771,135,22863,30814
MED,8/15/2019,0.5180,0.5441,0.5310,169,771,8172,14390
MEDP,8/15/2019,0.3857,0.3695,0.3776,811,8,4312,4634
MEET,8/15/2019,0.7013,0.6137,0.6575,30,1,14681,4020
MEI,8/15/2019,0.5059,0.5062,0.5060,3,2,790,164
MEIP,8/15/2019,0.0000,0.0000,0.0000,2,0,9070,7764
MELI,8/15/2019,0.4668,0.4650,0.4659,2175,804,37927,47086
MEOH,8/15/2019,0.4434,0.5076,0.4755,19,34,4648,4782
MERC,8/15/2019,0.5305,0.5169,0.5237,1,3,7968,1205
MESA,8/15/2019,1.4595,1.4657,1.4626,8,0,495,30
MESO,8/15/2019,1.1774,1.1649,1.1712,0,0,1861,269
MET,8/15/2019,0.2731,0.2748,0.2740,2548,4085,124140,135186
MEXX,8/15/2019,1.6715,2.9889,2.3302,0,0,18,0
MFA,8/15/2019,0.3154,0.3337,0.3246,0,9,401,3505
MFC,8/15/2019,0.2273,0.3154,0.2714,3,1,7950,2321
MFG,8/15/2019,0.0000,0.0000,0.0000,0,0,35,20
MFGP,8/15/2019,0.2851,0.5039,0.3945,17,0,5608,392
MFIN,8/15/2019,0.6467,0.6477,0.6472,20,0,8684,3273
MG,8/15/2019,0.2944,0.3666,0.3305,0,0,352,109
MGA,8/15/2019,0.2571,0.3201,0.2886,36,127,4065,4186
MGC,8/15/2019,0.2118,0.2213,0.2166,0,0,38,16
MGEE,8/15/2019,0.4494,0.2795,0.3645,0,0,167,18
MGI,8/15/2019,1.0797,0.9662,1.0230,257,178,12517,1468
MGIC,8/15/2019,0.3246,0.4410,0.3828,0,0,339,34
MGK,8/15/2019,0.2089,0.2165,0.2127,9,0,168,72
MGLN,8/15/2019,0.3965,0.3768,0.3867,17,1,4073,4212
MGM,8/15/2019,0.3245,0.3450,0.3348,1600,1823,119683,102667
MGNX,8/15/2019,0.7378,0.6444,0.6911,51,1,10861,1554
MGP,8/15/2019,0.3274,0.1932,0.2603,0,0,609,437
MGPI,8/15/2019,0.4530,0.4640,0.4585,4,4,1872,1751
MGRC,8/15/2019,0.4253,0.2126,0.3190,0,0,76,14
MGTA,8/15/2019,0.9204,0.8754,0.8979,0,0,44,19
MGV,8/15/2019,0.1970,0.2121,0.2046,0,0,25,71
MGY,8/15/2019,0.4616,0.4783,0.4700,0,53,1407,1148
MHK,8/15/2019,0.3511,0.3407,0.3459,1730,174,20183,11338
MHLD,8/15/2019,0.0000,0.0000,0.0000,0,0,378,394
MHO,8/15/2019,0.3274,0.3002,0.3138,11,1,195,116
MIC,8/15/2019,0.2641,0.2307,0.2474,101,253,23294,21119
MIDD,8/15/2019,0.2995,0.2951,0.2973,31,3,2952,2029
MIDU,8/15/2019,0.6565,0.7324,0.6944,0,0,152,146
MIDZ,8/15/2019,0.6303,0.6626,0.6464,10,0,105,69
MIK,8/15/2019,0.8235,0.8541,0.8388,378,75,15416,3524
MIME,8/15/2019,0.5294,0.5150,0.5222,84,5,4387,3104
MIND,8/15/2019,0.8096,0.8197,0.8146,7,1,10714,13
MINI,8/15/2019,0.4274,0.3575,0.3924,3,1278,404,76
MITK,8/15/2019,0.4993,0.3556,0.4274,232,5,3837,1468
MITT,8/15/2019,0.2309,0.2282,0.2295,0,0,283,534
MJ,8/15/2019,0.3778,0.4088,0.3933,1315,874,24166,21233
MKC,8/15/2019,0.2180,0.2141,0.2160,508,919,4818,6593
MKL,8/15/2019,0.2088,0.2100,0.2094,5,2,233,260
MKSI,8/15/2019,0.4164,0.4327,0.4246,2,2,1485,1392
MKTX,8/15/2019,0.3000,0.2882,0.2941,100,76,2743,4423
MLCO,8/15/2019,0.4371,0.4141,0.4256,51,2112,27417,40608
MLHR,8/15/2019,0.3863,0.3808,0.3836,7,124,635,864
MLI,8/15/2019,0.3586,0.3617,0.3601,0,3,373,203
MLM,8/15/2019,0.2588,0.2778,0.2683,245,190,7100,7549
MLND,8/15/2019,1.0889,1.0911,1.0900,0,2,7,19
MLNT,8/15/2019,1.2286,1.2291,1.2288,193,6,9461,7472
MLNX,8/15/2019,0.2149,0.1865,0.2007,2015,3877,90385,104034
MLPA,8/15/2019,0.0000,0.0000,0.0000,0,0,132,4
MLPI,8/15/2019,0.3563,0.3900,0.3732,0,0,6,0
MLPX,8/15/2019,0.3251,0.3251,0.3251,1,3,36,2
MLR,8/15/2019,0.1977,0.2960,0.2468,0,0,76,47
MMC,8/15/2019,0.2158,0.2093,0.2126,29,16,5833,5781
MMI,8/15/2019,0.2594,0.2575,0.2584,0,0,235,126
MMLP,8/15/2019,0.5989,0.5933,0.5961,20,70,3904,1786
MMM,8/15/2019,0.2774,0.2739,0.2756,10715,6768,81974,106622
MMP,8/15/2019,0.1933,0.1690,0.1812,437,409,31194,10174
MMS,8/15/2019,0.2600,0.2553,0.2577,1,0,698,193
MMSI,8/15/2019,0.4074,0.3931,0.4002,97,13,5609,7959
MMYT,8/15/2019,0.4755,0.4764,0.4760,9,201,1405,1087
MN,8/15/2019,0.0000,0.0000,0.0000,0,0,1702,69
MNK,8/15/2019,1.5638,1.4345,1.4992,80248,7673,88160,180832
MNKD,8/15/2019,1.1268,1.2607,1.1938,755,72,108353,9858
MNOV,8/15/2019,0.7016,0.6553,0.6784,1,0,124,39
MNR,8/15/2019,0.4386,0.4234,0.4310,0,1,391,1112
MNRO,8/15/2019,0.3691,0.3883,0.3787,17,6,630,539
MNST,8/15/2019,0.2912,0.2839,0.2875,653,817,25419,77109
MNTA,8/15/2019,0.5359,0.5226,0.5292,24,33,1626,2459
MNTX,8/15/2019,0.9688,0.7268,0.8478,60,0,338,85
MNX,8/15/2019,0.0000,0.0000,0.0000,0,0,61,63
MO,8/15/2019,0.2378,0.3233,0.2805,8365,11374,211008,218892
MOAT,8/15/2019,0.2035,0.2316,0.2176,0,0,260,29
MOBL,8/15/2019,0.5185,0.3743,0.4464,10,8,5105,2091
MOD,8/15/2019,0.5183,0.4990,0.5087,0,6,212,724
MODN,8/15/2019,0.2788,0.2791,0.2790,15,0,1804,555
MOG.A,8/15/2019,0.4190,0.4097,0.4144,0,0,52,52
MOH,8/15/2019,0.3801,0.3727,0.3764,18,12,20047,8068
MOMO,8/15/2019,0.6970,0.6957,0.6964,1738,6403,28921,68201
MOO,8/15/2019,0.3213,0.1841,0.2527,2,0,403,522
MORN,8/15/2019,0.2719,0.2143,0.2431,0,4,266,183
MOS,8/15/2019,0.4186,0.4260,0.4223,1640,1079,84452,41709
MOV,8/15/2019,0.6040,0.6258,0.6149,3,29,959,873
MPAA,8/15/2019,0.4560,0.4582,0.4571,0,0,1958,361
MPC,8/15/2019,0.3613,0.4625,0.4119,8198,2593,335686,99428
MPLX,8/15/2019,0.2811,0.2848,0.2830,396,578,37505,23072
MPW,8/15/2019,0.2010,0.2399,0.2204,132,301,17862,7159
MPWR,8/15/2019,0.3703,0.3564,0.3634,257,4,1103,1339
MPX,8/15/2019,0.5024,0.3671,0.4348,0,1,224,103
MR,8/15/2019,1.0278,1.0334,1.0306,20,10,4943,1125
MRC,8/15/2019,0.4822,0.4764,0.4793,2,10,301,196
MRCC,8/15/2019,0.2497,0.3847,0.3172,8,26,295,395
MRCY,8/15/2019,0.3672,0.3672,0.3672,110,22,1972,1375
MRK,8/15/2019,0.2141,0.2475,0.2308,16209,4681,270174,231314
MRKR,8/15/2019,1.2266,1.1974,1.2120,104,107,12259,3520
MRLN,8/15/2019,0.2351,0.2370,0.2360,0,0,86,75
MRNA,8/15/2019,0.7491,0.7145,0.7318,341,66,26686,7458
MRNS,8/15/2019,1.6627,1.4871,1.5749,374,33,29442,15116
MRO,8/15/2019,0.4576,0.4908,0.4742,4583,1432,109299,115030
MRTN,8/15/2019,0.3432,0.3339,0.3386,2,0,86,55
MRTX,8/15/2019,0.7584,0.7391,0.7488,156,40,29560,27360
MRVL,8/15/2019,0.4846,0.4477,0.4661,7357,4285,138930,102231
MS,8/15/2019,0.3256,0.3115,0.3186,7810,13076,277954,462375
MSA,8/15/2019,0.2616,0.2700,0.2658,0,0,126,356
MSB,8/15/2019,0.3880,0.3766,0.3823,37,226,1950,1542
MSCI,8/15/2019,0.3562,0.3534,0.3548,37,27,4087,20979
MSEX,8/15/2019,0.2801,0.2519,0.2660,0,0,402,210
MSFT,8/15/2019,0.2832,0.2631,0.2732,133101,71847,1001806,1012077
MSG,8/15/2019,0.3063,0.2996,0.3030,804,360,5045,3539
MSGN,8/15/2019,0.5233,0.5210,0.5222,20,220,2747,7133
MSI,8/15/2019,0.2368,0.2527,0.2448,85,108,9399,30384
MSM,8/15/2019,0.3045,0.2995,0.3020,9,34,407,1888
MSON,8/15/2019,0.7994,1.1108,0.9551,10,10,73,3
MSTR,8/15/2019,0.2441,0.2757,0.2599,2,6,1156,1057
MT,8/15/2019,0.5429,0.5345,0.5387,1126,1038,55152,76597
MTB,8/15/2019,0.2397,0.2960,0.2678,145,79,4234,3723
MTCH,8/15/2019,0.4444,0.4549,0.4496,4015,1326,56407,45258
MTD,8/15/2019,0.3427,0.3505,0.3466,41,23,705,2392
MTDR,8/15/2019,0.6168,0.6068,0.6118,743,75,10385,2600
MTG,8/15/2019,0.2857,0.3252,0.3054,159,4,13666,22686
MTH,8/15/2019,0.3376,0.3177,0.3276,32,17,998,1184
MTL,8/15/2019,0.0000,0.0000,0.0000,0,0,651,0
MTN,8/15/2019,0.2802,0.2792,0.2797,49,17,6812,3858
MTOR,8/15/2019,0.4755,0.4645,0.4700,34,608,5255,7152
MTRN,8/15/2019,0.3478,0.3583,0.3530,50,1,634,279
MTRX,8/15/2019,0.5672,0.4483,0.5078,0,3,702,69
MTSC,8/15/2019,0.2892,0.2772,0.2832,0,1,510,30
MTSI,8/15/2019,0.5805,0.5938,0.5872,4858,39,9492,3978
MTUM,8/15/2019,0.1851,0.1998,0.1924,0,31,471,396
MTW,8/15/2019,0.5837,0.5578,0.5708,51,553,6885,6839
MTX,8/15/2019,0.4750,0.4644,0.4697,0,0,312,5
MTZ,8/15/2019,0.3435,0.3466,0.3451,88,389,6317,11083
MU,8/15/2019,0.4966,0.5009,0.4988,64112,37089,955799,1026016
MUB,8/15/2019,0.0450,0.0368,0.0409,10,9,66,802
MUFG,8/15/2019,0.2092,0.2100,0.2096,0,4,2072,180
MUNI,8/15/2019,0.0819,0.0819,0.0819,0,0,0,4
MUR,8/15/2019,0.4819,0.5577,0.5198,94,1034,11362,26493
MUSA,8/15/2019,0.2475,0.2441,0.2458,1,45,1107,517
MUX,8/15/2019,0.7943,0.7975,0.7959,212,1464,46645,13057
MVC,8/15/2019,0.5700,0.3842,0.4771,0,0,518,61
MVIS,8/15/2019,2.0181,2.0122,2.0152,117,100,10804,988
MVO,8/15/2019,0.9270,0.5665,0.7468,1,0,412,95
MWA,8/15/2019,0.1078,0.2490,0.1784,0,0,636,222
MX,8/15/2019,0.5296,0.4899,0.5097,160,0,8559,1057
MXEA,8/15/2019,0.1500,0.1831,0.1666,100,11,4857,7355
MXEF,8/15/2019,0.2159,0.2305,0.2232,0,1,26376,8121
